iter	Logloss
454	0.6250345158
455	0.6249736815
456	0.6249234523
457	0.6248592785
458	0.6248122024
459	0.6247637797
460	0.6247169409
461	0.6246690526
462	0.6246108219
463	0.6245481599
464	0.6244905268
465	0.624433608
466	0.6243800176
467	0.6243121918
468	0.6242536682
469	0.6241963886
470	0.6241496952
471	0.6241061524
472	0.6240501087
473	0.623995185
474	0.6239377791
475	0.6238795006
476	0.6238241922
477	0.6237679676
478	0.6237128083
479	0.6236678004
480	0.623609606
481	0.6235571998
482	0.6235098408
483	0.6234436769
484	0.6233973891
485	0.6233467534
486	0.6232900791
487	0.6232477668
488	0.6231844816
489	0.6231327995
490	0.6230821481
491	0.6230391418
492	0.622982761
493	0.622940697
494	0.62289212
495	0.6228374156
496	0.6227855938
497	0.6227442458
498	0.6226986466
499	0.6226496447
500	0.6226051621
501	0.6225603164
502	0.6225156737
503	0.6224599456
504	0.6224078667
505	0.6223623086
506	0.622314623
507	0.62226821
508	0.6222121919
509	0.6221576904
510	0.622108443
511	0.6220497608
512	0.6219916921
513	0.6219480845
514	0.6219244558
515	0.6218826907
516	0.6218401729
517	0.6217960498
518	0.6217504443
519	0.6216948685
520	0.6216391917
521	0.6215868481
522	0.6215424998
523	0.6215105496
524	0.6214661028
525	0.6214199784
526	0.6213737303
527	0.6213324015
528	0.6212963542
529	0.6212460095
530	0.6212045925
531	0.621158935
532	0.6211099072
533	0.6210660955
534	0.6210108333
535	0.6209691104
536	0.6209165615
537	0.620878081
538	0.6208356708
539	0.6207890471
540	0.6207385442
541	0.6207012273
542	0.6206514808
543	0.6206115114
544	0.6205796907
545	0.6205443879
546	0.6204963398
547	0.6204483748
548	0.6204129108
549	0.62036807
550	0.6203319134
551	0.6202919605
552	0.6202476641
553	0.6202179881
554	0.620168483
555	0.620113969
556	0.6200702762
557	0.6200292214
558	0.6199905513
559	0.6199538967
560	0.6199080757
561	0.6198623757
562	0.6198169562
563	0.6197899161
564	0.6197402848
565	0.6197061781
566	0.6196634762
567	0.6196239902
568	0.6195919701
569	0.6195514388
570	0.619505096
571	0.619460301
572	0.619412796
573	0.6193699742
574	0.6193222681
575	0.6192801191
576	0.6192438486
577	0.6192029958
578	0.6191693789
579	0.6191327307
580	0.619090693
581	0.6190449618
582	0.6190071506
583	0.6189659951
584	0.6189306366
585	0.6188967805
586	0.6188466259
587	0.6188035664
588	0.618775592
589	0.6187383415
590	0.6186964496
591	0.6186630703
592	0.618624145
593	0.6185747714
594	0.6185416035
595	0.6185076087
596	0.6184780238
597	0.6184425484
598	0.6184083095
599	0.6183651105
600	0.6183170981
601	0.6182723795
602	0.618247067
603	0.6182109109
604	0.6181904489
605	0.6181502227
606	0.6181175443
607	0.6180831974
608	0.6180558274
609	0.6180173836
610	0.617989225
611	0.6179596584
612	0.6179204436
613	0.6178960296
614	0.6178624583
615	0.6178303934
616	0.6177845538
617	0.6177445788
618	0.6177095802
619	0.6176784276
620	0.6176443195
621	0.6176177026
622	0.6175804048
623	0.6175457385
624	0.6175091608
625	0.6174715981
626	0.6174396996
627	0.6173909588
628	0.6173512522
629	0.6173190514
630	0.6172853274
631	0.6172452228
632	0.6172025066
633	0.6171604491
634	0.6171313829
635	0.6171015158
636	0.6170645811
637	0.6170314328
638	0.6170057686
639	0.6169652098
640	0.6169272175
641	0.6168895809
642	0.6168655442
643	0.6168179608
644	0.6167710611
645	0.6167447224
646	0.6167079095
647	0.6166708279
648	0.6166375303
649	0.6166008323
650	0.6165671431
651	0.6165352472
652	0.6164911021
653	0.6164532868
654	0.6164193068
655	0.6163812779
656	0.6163503547
657	0.6163096567
658	0.6162771646
659	0.6162459604
660	0.6162119405
661	0.6161769517
662	0.6161373037
663	0.6161002293
664	0.616068408
665	0.6160352746
666	0.6160071621
667	0.6159699032
668	0.6159554329
669	0.6159228605
670	0.6158959107
671	0.6158708261
672	0.6158414021
673	0.6158190148
674	0.6157898148
675	0.615759944
676	0.6157306854
677	0.6157033972
678	0.615676668
679	0.6156435349
680	0.615615102
681	0.6155784703
682	0.6155418326
683	0.6155059023
684	0.6154806365
685	0.6154475371
686	0.6154176168
687	0.6153860319
688	0.6153503541
689	0.6153202266
690	0.6152974434
691	0.6152675575
692	0.6152329835
693	0.615206384
694	0.615165873
695	0.6151414932
696	0.6151183172
697	0.615095236
698	0.6150615504
699	0.6150342372
700	0.6150040072
701	0.6149741111
702	0.6149467631
703	0.6149202601
704	0.6148867949
705	0.6148491261
706	0.6148093451
707	0.6147858555
708	0.6147583978
709	0.6147203006
710	0.6146894298
711	0.6146596913
712	0.6146242542
713	0.6145961664
714	0.6145628305
715	0.6145403218
716	0.6145102207
717	0.6144836193
718	0.6144570444
719	0.6144369427
720	0.6143982189
721	0.6143698203
722	0.6143320836
723	0.6143024656
724	0.6142778107
725	0.6142449134
726	0.6142195743
727	0.6141935606
728	0.6141662753
729	0.614129791
730	0.6141053521
731	0.6140750943
732	0.6140573174
733	0.6140243575
734	0.6139954076
735	0.6139621407
736	0.6139413264
737	0.6139128413
738	0.6138848979
739	0.6138638751
740	0.6138380026
741	0.6138126697
742	0.6137786216
743	0.6137507843
744	0.6137266339
745	0.6137065428
746	0.6136827279
747	0.6136482779
748	0.6136134891
749	0.6135817954
750	0.6135382014
751	0.6135069439
752	0.6134748483
753	0.6134515266
754	0.613420682
755	0.613390904
756	0.6133747218
757	0.6133402193
758	0.6133087048
759	0.613278989
760	0.6132501283
761	0.6132137763
762	0.6131862586
763	0.6131611951
764	0.6131329976
765	0.6131071518
766	0.6130824875
767	0.6130600334
768	0.6130342628
769	0.613017782
770	0.6129957117
771	0.6129755834
772	0.6129461781
773	0.6129150703
774	0.6128831462
775	0.612844357
776	0.6128083638
777	0.6127800791
778	0.61274391
779	0.6127171115
780	0.6126981727
781	0.6126701408
782	0.6126393272
783	0.6126193335
784	0.6125903168
785	0.6125659459
786	0.6125381398
787	0.6125145464
788	0.6124881039
789	0.6124621132
790	0.6124386128
791	0.6124187728
792	0.6123912849
793	0.6123719505
794	0.6123352373
795	0.6123097357
796	0.6122833482
797	0.6122549517
798	0.6122273335
799	0.6121914893
800	0.6121657914
801	0.6121505799
802	0.612115572
803	0.6120839159
804	0.6120521292
805	0.6120357802
806	0.6120047144
807	0.6119777346
808	0.611957525
809	0.6119351543
810	0.6119034334
811	0.6118760506
812	0.6118498297
813	0.6118249486
814	0.6118028446
815	0.6117778624
816	0.6117532204
817	0.6117223261
818	0.6116978826
819	0.6116721285
820	0.6116504529
821	0.6116293222
822	0.6115995992
823	0.6115800044
824	0.6115541267
825	0.6115289683
826	0.6115113358
827	0.611489877
828	0.6114636436
829	0.6114387974
830	0.6114133735
831	0.6113937647
832	0.6113659158
833	0.6113401688
834	0.6113146034
835	0.6112865319
836	0.6112619889
837	0.6112404452
838	0.6112163113
839	0.6111872136
840	0.6111655206
841	0.6111347682
842	0.6111145644
843	0.6110876117
844	0.6110663726
845	0.6110436818
846	0.6110172467
847	0.6109937749
848	0.6109612511
849	0.6109355411
850	0.6109119202
851	0.6108941058
852	0.6108667764
853	0.6108491767
854	0.6108222869
855	0.6107932203
856	0.6107662022
857	0.6107441575
858	0.6107268766
859	0.6107005192
860	0.610683264
861	0.6106633017
862	0.6106389098
863	0.610610316
864	0.6105871734
865	0.610570053
866	0.6105495263
867	0.6105330328
868	0.6105097655
869	0.6104856302
870	0.6104704707
871	0.6104417622
872	0.6104297578
873	0.6104074043
874	0.610387033
875	0.6103618924
876	0.6103403006
877	0.6103162013
878	0.6102829823
879	0.6102572922
880	0.6102367519
881	0.6102245675
882	0.6101977747
883	0.6101769368
884	0.6101560812
885	0.6101309956
886	0.6101151426
887	0.6100971256
888	0.6100723345
889	0.610057508
890	0.6100383996
891	0.6100204107
892	0.6099971069
893	0.609968259
894	0.6099415691
895	0.6099219874
896	0.6099034581
897	0.6098852146
898	0.6098630496
899	0.6098410914
900	0.6098284186
901	0.6098016657
902	0.6097830226
903	0.6097595529
904	0.6097330009
905	0.6097124585
906	0.6096859808
907	0.6096670487
908	0.6096436849
909	0.6096137236
910	0.609584892
911	0.6095617218
912	0.609538609
913	0.609509295
914	0.6094924659
915	0.6094654284
916	0.6094308588
917	0.6094052467
918	0.6093773532
919	0.6093548926
920	0.6093306036
921	0.6093127296
922	0.6092890966
923	0.6092675237
924	0.6092483417
925	0.609229715
926	0.6092099258
927	0.6091859905
928	0.6091692592
929	0.6091482996
930	0.6091265412
931	0.609093967
932	0.6090772186
933	0.6090442013
934	0.6090270316
935	0.6090023259
936	0.6089767961
937	0.6089531443
938	0.6089322002
939	0.6088971316
940	0.6088681629
941	0.6088440259
942	0.608826844
943	0.6088102468
944	0.6087832631
945	0.608759485
946	0.6087327525
947	0.608710559
948	0.6086933851
949	0.6086790357
950	0.6086610274
951	0.6086353149
952	0.6086214048
953	0.6086034317
954	0.608577016
955	0.6085581941
956	0.6085390629
957	0.6085109689
958	0.6084896253
959	0.6084727054
960	0.6084459879
961	0.6084400073
962	0.6084251792
963	0.6084115649
964	0.6083934965
965	0.6083644185
966	0.6083454532
967	0.6083310648
968	0.6083192384
969	0.6083065436
970	0.6082904823
971	0.6082672116
972	0.6082449537
973	0.6082313337
974	0.6082149693
975	0.6081898352
976	0.6081700351
977	0.6081492144
978	0.6081209022
979	0.6081033554
980	0.6080847796
981	0.6080598581
982	0.6080377504
983	0.6080146468
984	0.6079978475
985	0.6079809013
986	0.6079568303
987	0.6079420731
988	0.6079234226
989	0.6079069423
990	0.6078796073
991	0.6078670623
992	0.6078505731
993	0.6078264154
994	0.6078030359
995	0.607776875
996	0.607751452
997	0.6077346306
998	0.6077219201
999	0.607698274
1000	0.6076751186
1001	0.6076574115
1002	0.607632943
1003	0.6076113946
1004	0.6075940144
1005	0.60757022
1006	0.6075547584
1007	0.6075390032
1008	0.6075198179
1009	0.6075078589
1010	0.6074874931
1011	0.6074702367
1012	0.607451606
1013	0.6074247482
1014	0.607409799
1015	0.6073788946
1016	0.6073611114
1017	0.6073525512
1018	0.6073345095
1019	0.6073193587
1020	0.6073004762
1021	0.607276272
1022	0.6072559519
1023	0.6072323548
1024	0.6072127136
1025	0.6071893007
1026	0.6071777841
1027	0.6071527276
1028	0.607129677
1029	0.6071052886
1030	0.6070866832
1031	0.6070691713
1032	0.6070460228
1033	0.6070271237
1034	0.6070148783
1035	0.6069953473
1036	0.6069695649
1037	0.6069561486
1038	0.6069299988
1039	0.6069040073
1040	0.6068834633
1041	0.606868323
1042	0.6068479791
1043	0.6068321754
1044	0.6068154663
1045	0.6067989578
1046	0.6067751101
1047	0.6067606282
1048	0.6067474508
1049	0.6067285806
1050	0.6067138273
1051	0.6066883488
1052	0.6066703942
1053	0.6066532314
1054	0.6066403642
1055	0.6066243534
1056	0.6066073277
1057	0.6065870351
1058	0.6065676274
1059	0.6065418723
1060	0.6065282908
1061	0.6065153639
1062	0.6065054117
1063	0.606488996
1064	0.6064695213
1065	0.606452432
1066	0.6064319903
1067	0.6064167819
1068	0.6063919585
1069	0.6063781495
1070	0.6063600478
1071	0.606353329
1072	0.6063395762
1073	0.6063168924
1074	0.6062971775
1075	0.606276893
1076	0.6062612207
1077	0.6062421738
1078	0.6062233856
1079	0.6062097673
1080	0.6061933214
1081	0.606170628
1082	0.6061516767
1083	0.6061379877
1084	0.6061151547
1085	0.6061031904
1086	0.6060784381
1087	0.6060581255
1088	0.6060402164
1089	0.6060221858
1090	0.6060042708
1091	0.6059859923
1092	0.6059625154
1093	0.6059407877
1094	0.6059253465
1095	0.6058995843
1096	0.6058845059
1097	0.6058703581
1098	0.6058577894
1099	0.6058337423
1100	0.605812309
1101	0.6057969283
1102	0.6057778457
1103	0.6057587047
1104	0.6057409362
1105	0.6057297069
1106	0.6057199336
1107	0.6056900568
1108	0.6056695193
1109	0.6056477322
1110	0.6056235881
1111	0.6056005293
1112	0.6055730383
1113	0.6055464058
1114	0.6055273917
1115	0.6055091577
1116	0.6054959172
1117	0.6054820411
1118	0.6054648928
1119	0.6054426262
1120	0.6054268681
1121	0.6054058033
1122	0.6053816655
1123	0.6053678541
1124	0.6053478792
1125	0.6053294713
1126	0.6053128535
1127	0.6052942509
1128	0.6052754058
1129	0.6052570441
1130	0.6052308305
1131	0.6052130553
1132	0.6052009635
1133	0.6051832419
1134	0.6051699716
1135	0.605150295
1136	0.6051236714
1137	0.6051013933
1138	0.605086983
1139	0.6050705342
1140	0.6050569541
1141	0.6050354308
1142	0.6050160825
1143	0.6049899575
1144	0.6049737043
1145	0.6049584067
1146	0.6049461315
1147	0.6049282783
1148	0.6049089317
1149	0.604892162
1150	0.604874717
1151	0.6048605777
1152	0.6048384414
1153	0.6048297248
1154	0.6048134448
1155	0.6047913491
1156	0.6047684548
1157	0.6047410097
1158	0.604731781
1159	0.6047149451
1160	0.6046977363
1161	0.6046771987
1162	0.604661298
1163	0.6046452017
1164	0.6046250491
1165	0.6046116315
1166	0.6045919637
1167	0.6045787163
1168	0.6045594373
1169	0.6045434071
1170	0.6045235818
1171	0.6045045867
1172	0.6044836832
1173	0.6044592796
1174	0.6044389915
1175	0.6044251458
1176	0.604409166
1177	0.6043902908
1178	0.6043786411
1179	0.6043565422
1180	0.6043390022
1181	0.6043218118
1182	0.6043012452
1183	0.6042827759
1184	0.6042711287
1185	0.6042525578
1186	0.6042459291
1187	0.6042283504
1188	0.6042073176
1189	0.6041904876
1190	0.6041700961
1191	0.6041504569
1192	0.6041309959
1193	0.6041140106
1194	0.6040968312
1195	0.6040789044
1196	0.6040633098
1197	0.604038878
1198	0.6040137267
1199	0.604000344
1200	0.6039887725
1201	0.6039740632
1202	0.6039602674
1203	0.6039440321
1204	0.6039318534
1205	0.6039160494
1206	0.6039022512
1207	0.6038801243
1208	0.6038651993
1209	0.6038399345
1210	0.603820512
1211	0.6037956011
1212	0.6037720161
1213	0.6037564164
1214	0.6037316964
1215	0.6037163243
1216	0.6036919466
1217	0.6036801562
1218	0.6036579316
1219	0.603642222
1220	0.6036182626
1221	0.6036035458
1222	0.6035906565
1223	0.6035785276
1224	0.6035629038
1225	0.603558722
1226	0.6035342164
1227	0.6035256935
1228	0.6035100904
1229	0.6034990358
1230	0.6034778019
1231	0.6034654724
1232	0.6034440968
1233	0.6034307265
1234	0.6034164247
1235	0.6034051179
1236	0.6033938919
1237	0.6033764743
1238	0.6033545487
1239	0.6033346611
1240	0.6033164047
1241	0.6033015862
1242	0.6032806471
1243	0.6032653933
1244	0.6032464595
1245	0.6032312956
1246	0.6032206695
1247	0.6032035442
1248	0.6031884861
1249	0.6031697081
1250	0.6031577082
1251	0.6031432314
1252	0.6031308743
1253	0.6031154916
1254	0.6030939804
1255	0.6030843135
1256	0.603073108
1257	0.6030573071
1258	0.6030418032
1259	0.603027492
1260	0.6030120147
1261	0.6029939853
1262	0.6029849826
1263	0.6029643956
1264	0.6029466111
1265	0.6029344879
1266	0.6029094703
1267	0.6028944156
1268	0.6028708095
1269	0.6028578379
1270	0.6028346135
1271	0.6028205676
1272	0.6028098295
1273	0.6027897831
1274	0.6027737708
1275	0.6027547358
1276	0.6027325909
1277	0.6027189411
1278	0.6027047334
1279	0.6026850902
1280	0.6026698272
1281	0.6026415273
1282	0.6026231183
1283	0.6026085672
1284	0.60259788
1285	0.602579145
1286	0.6025603468
1287	0.6025466212
1288	0.6025365639
1289	0.6025251244
1290	0.6025055843
1291	0.6024938827
1292	0.6024740535
1293	0.6024615081
1294	0.6024474072
1295	0.602436011
1296	0.6024249122
1297	0.6024063042
1298	0.6023957789
1299	0.6023789564
1300	0.6023719025
1301	0.6023559855
1302	0.6023436372
1303	0.6023305659
1304	0.602320138
1305	0.6023069766
1306	0.6022919397
1307	0.6022781672
1308	0.6022645013
1309	0.6022534655
1310	0.6022352583
1311	0.6022224034
1312	0.602205847
1313	0.6021922366
1314	0.6021798926
1315	0.6021627256
1316	0.6021470007
1317	0.6021343416
1318	0.6021119533
1319	0.6020990131
1320	0.6020851775
1321	0.6020729576
1322	0.6020662497
1323	0.6020527926
1324	0.6020274479
1325	0.6019977593
1326	0.6019851201
1327	0.601972391
1328	0.6019565806
1329	0.6019366766
1330	0.6019228513
1331	0.6019033099
1332	0.6018866887
1333	0.6018792339
1334	0.6018534514
1335	0.6018350968
1336	0.6018269007
1337	0.601815835
1338	0.6017981935
1339	0.6017853543
1340	0.601766851
1341	0.6017535511
1342	0.6017402089
1343	0.6017204649
1344	0.6017024619
1345	0.6016897795
1346	0.6016740303
1347	0.6016634709
1348	0.601649132
1349	0.6016327619
1350	0.6016173646
1351	0.6016055673
1352	0.6015961934
1353	0.6015812653
1354	0.6015672307
1355	0.6015521516
1356	0.6015324006
1357	0.6015164319
1358	0.6014985967
1359	0.6014887124
1360	0.6014729275
1361	0.6014616702
1362	0.6014510179
1363	0.6014416177
1364	0.6014344966
1365	0.601423244
1366	0.601409827
1367	0.6013953763
1368	0.6013831624
1369	0.6013679063
1370	0.6013506124
1371	0.6013303787
1372	0.6013101824
1373	0.6012980931
1374	0.6012788397
1375	0.6012549321
1376	0.6012413945
1377	0.6012274706
1378	0.6012144979
1379	0.6011948157
1380	0.6011764344
1381	0.6011540088
1382	0.6011331131
1383	0.6011239533
1384	0.6011096272
1385	0.6010945675
1386	0.6010852924
1387	0.6010722879
1388	0.6010533878
1389	0.6010407686
1390	0.6010270924
1391	0.601005219
1392	0.6009922511
1393	0.6009759891
1394	0.600961901
1395	0.6009464858
1396	0.6009371487
1397	0.6009159637
1398	0.6009063121
1399	0.6008861415
1400	0.6008632805
1401	0.6008528695
1402	0.6008331593
1403	0.600813253
1404	0.6008013263
1405	0.6007918246
1406	0.6007814414
1407	0.6007666565
1408	0.6007472763
1409	0.600739193
1410	0.6007236287
1411	0.6007070774
1412	0.6006922728
1413	0.6006883583
1414	0.600676433
1415	0.6006622834
1416	0.6006490383
1417	0.6006291471
1418	0.6006126733
1419	0.600603295
1420	0.6005847495
1421	0.6005707409
1422	0.6005533847
1423	0.6005419768
1424	0.6005243425
1425	0.6005040969
1426	0.6004893602
1427	0.6004760213
1428	0.600460423
1429	0.6004441745
1430	0.6004297547
1431	0.6004192706
1432	0.6004098427
1433	0.600397515
1434	0.6003833171
1435	0.600357646
1436	0.6003425048
1437	0.6003280466
1438	0.6003208422
1439	0.6003084295
1440	0.6002976157
1441	0.6002876119
1442	0.6002789644
1443	0.6002669481
1444	0.6002486126
1445	0.600236475
1446	0.6002235077
1447	0.600205927
1448	0.6001917298
1449	0.6001723
1450	0.6001633603
1451	0.6001464268
1452	0.6001385819
1453	0.6001208827
1454	0.6001108116
1455	0.6001095608
1456	0.6000937385
1457	0.6000807391
1458	0.6000702232
1459	0.6000585896
1460	0.6000342053
1461	0.600017924
1462	0.5999996634
1463	0.5999846789
1464	0.5999745196
1465	0.5999646988
1466	0.5999562987
1467	0.5999488526
1468	0.5999336577
1469	0.5999173301
1470	0.5999017923
1471	0.5998839604
1472	0.5998765251
1473	0.5998650157
1474	0.5998574861
1475	0.599832042
1476	0.5998213819
1477	0.5998065151
1478	0.5997977143
1479	0.5997802559
1480	0.5997662881
1481	0.5997509217
1482	0.5997372181
1483	0.5997229528
1484	0.5997042456
1485	0.5996895278
1486	0.5996748446
1487	0.599658148
1488	0.599650558
1489	0.5996378321
1490	0.59963111
1491	0.5996188401
1492	0.5996078416
1493	0.5995947065
1494	0.5995775188
1495	0.5995650129
1496	0.5995449016
1497	0.599536898
1498	0.5995163711
1499	0.599509158
1500	0.5994989844
1501	0.5994843458
1502	0.599471771
1503	0.5994606572
1504	0.5994454918
1505	0.5994378146
1506	0.5994228007
1507	0.5994061466
1508	0.5993969245
1509	0.5993846466
1510	0.5993706957
1511	0.5993479387
1512	0.5993384593
